name,start,end
LICK,430.361,430.361
LICK,430.521,430.521
LICK,430.66,430.66
LICK,430.895,430.895
LICK,431.164,431.164
LICK,431.395,431.395
LICK,431.733,431.733
LICK,432.002,432.002
LICK,432.667,432.667
TRIAL,440.988,446.945
BAPHYTRIAL34_FILE1,440.988,446.945
FALSE_ALARM_TRIAL,440.988,446.945
STIM_1625,440.988,441.488
REFERENCE,440.988,441.488
PreStimSilence,440.988,441.088
FALSE_ALARM_TOKEN,441.088,441.388
PostStimSilence,441.388,441.488
STIM_1866,441.488,441.988
REFERENCE,441.488,441.988
PreStimSilence,441.488,441.588
FALSE_ALARM_TOKEN,441.588,441.888
LICK,441.835,441.835
PostStimSilence,441.888,441.988
TRIAL,452.273,459.233
BAPHYTRIAL35_FILE1,452.273,459.233
HIT_TRIAL,452.273,459.233
INVALID_BAPHY_TRIAL,452.273,459.233
STIM_1414,452.273,452.773
REFERENCE,452.273,452.773
PreStimSilence,452.273,452.373
CORRECT_REJECT_TOKEN,452.373,452.673
PostStimSilence,452.673,452.773
TAR_812+InfdB+Noise,452.773,454.273
TARGET,452.773,454.273
PreStimSilence,452.773,452.873
HIT_TOKEN,452.873,453.173
PostStimSilence,453.173,454.273
LICK,453.374,453.374
LICK,453.634,453.634
LICK,453.879,453.879
LICK,454.14,454.14
LICK,454.209,454.209
LICK,454.339,454.339
LICK,454.576,454.576
LICK,454.724,454.724
LICK,454.973,454.973
LICK,455.206,455.206
LICK,455.552,455.552
LICK,455.809,455.809
LICK,456.509,456.509
TRIAL,464.748,472.78
BAPHYTRIAL36_FILE1,464.748,472.78
EARLY_TRIAL,464.748,472.78
INVALID_BAPHY_TRIAL,464.748,472.78
STIM_1072,464.748,465.248
REFERENCE,464.748,465.248
PreStimSilence,464.748,464.848
CORRECT_REJECT_TOKEN,464.848,465.148
PostStimSilence,465.148,465.248
STIM_933,465.248,465.748
REFERENCE,465.248,465.748
PreStimSilence,465.248,465.348
CORRECT_REJECT_TOKEN,465.348,465.648
PostStimSilence,465.648,465.748
STIM_536,465.748,466.248
REFERENCE,465.748,466.248
PreStimSilence,465.748,465.848
FALSE_ALARM_TOKEN,465.848,466.148
PostStimSilence,466.148,466.248
TAR_812+InfdB+Noise,466.248,467.748
TARGET,466.248,467.748
PreStimSilence,466.248,466.348
EARLY_TOKEN,466.348,466.648
LICK,466.429,466.429
PostStimSilence,466.648,467.748
LICK,466.699,466.699
LICK,466.933,466.933
LICK,467.136,467.136
LICK,467.369,467.369
LICK,467.57,467.57
LICK,467.806,467.806
LICK,468.037,468.037
LICK,468.371,468.371
LICK,468.602,468.602
TRIAL,478.919,485.31
BAPHYTRIAL37_FILE1,478.919,485.31
FALSE_ALARM_TRIAL,478.919,485.31
STIM_1072,478.919,479.419
REFERENCE,478.919,479.419
PreStimSilence,478.919,479.019
CORRECT_REJECT_TOKEN,479.019,479.319
PostStimSilence,479.319,479.419
STIM_933,479.419,479.919
REFERENCE,479.419,479.919
PreStimSilence,479.419,479.519
FALSE_ALARM_TOKEN,479.519,479.819
PostStimSilence,479.819,479.919
STIM_536,479.919,480.419
REFERENCE,479.919,480.419
PreStimSilence,479.919,480.019
FALSE_ALARM_TOKEN,480.019,480.319
LICK,480.23,480.23
PostStimSilence,480.319,480.419
TRIAL,490.595,496.343
BAPHYTRIAL38_FILE1,490.595,496.343
FALSE_ALARM_TRIAL,490.595,496.343
INVALID_BAPHY_TRIAL,490.595,496.343
STIM_1625,490.595,491.095
REFERENCE,490.595,491.095
PreStimSilence,490.595,490.695
FALSE_ALARM_TOKEN,490.695,490.995
LICK,490.814,490.814
PostStimSilence,490.995,491.095
STIM_1866,491.095,491.595
REFERENCE,491.095,491.595
PreStimSilence,491.095,491.195
LICK,491.379,491.379
PostStimSilence,491.495,491.595
TRIAL,502.093,507.808
BAPHYTRIAL39_FILE1,502.093,507.808
FALSE_ALARM_TRIAL,502.093,507.808
INVALID_BAPHY_TRIAL,502.093,507.808
STIM_467,502.093,502.593
REFERENCE,502.093,502.593
PreStimSilence,502.093,502.193
FALSE_ALARM_TOKEN,502.193,502.493
PostStimSilence,502.493,502.593
STIM_354,502.593,503.093
REFERENCE,502.593,503.093
PreStimSilence,502.593,502.693
EARLY_TOKEN,502.693,502.993
LICK,502.704,502.704
PostStimSilence,502.993,503.093
TRIAL,513.651,519.962
BAPHYTRIAL40_FILE1,513.651,519.962
EARLY_TRIAL,513.651,519.962
INVALID_BAPHY_TRIAL,513.651,519.962
STIM_1625,513.651,514.151
REFERENCE,513.651,514.151
PreStimSilence,513.651,513.751
CORRECT_REJECT_TOKEN,513.751,514.051
PostStimSilence,514.051,514.151
STIM_1866,514.151,514.651
REFERENCE,514.151,514.651
PreStimSilence,514.151,514.251
FALSE_ALARM_TOKEN,514.251,514.551
PostStimSilence,514.551,514.651
TAR_812+InfdB+Noise,514.651,516.151
TARGET,514.651,516.151
PreStimSilence,514.651,514.751
EARLY_TOKEN,514.751,515.051
LICK,514.761,514.761
LICK,515.029,515.029
PostStimSilence,515.051,516.151
LICK,515.283,515.283
LICK,515.566,515.566
TRIAL,527.51,534.97
BAPHYTRIAL41_FILE1,527.51,534.97
EARLY_TRIAL,527.51,534.97
INVALID_BAPHY_TRIAL,527.51,534.97
STIM_467,527.51,528.01
REFERENCE,527.51,528.01
PreStimSilence,527.51,527.61
CORRECT_REJECT_TOKEN,527.61,527.91
PostStimSilence,527.91,528.01
STIM_354,528.01,528.51
REFERENCE,528.01,528.51
PreStimSilence,528.01,528.11
FALSE_ALARM_TOKEN,528.11,528.41
PostStimSilence,528.41,528.51
TAR_812+0dB+Noise,528.51,530.01
TARGET,528.51,530.01
PreStimSilence,528.51,528.61
EARLY_TOKEN,528.61,528.91
LICK,528.699,528.699
PostStimSilence,528.91,530.01
LICK,528.964,528.964
LICK,529.203,529.203
LICK,529.268,529.268
LICK,529.401,529.401
LICK,529.632,529.632
LICK,529.833,529.833
LICK,530.039,530.039
LICK,530.3,530.3
LICK,530.532,530.532
LICK,530.903,530.903
LICK,531.164,531.164
LICK,531.999,531.999
LICK,532.956,532.956
TRIAL,540.845,546.848
BAPHYTRIAL42_FILE1,540.845,546.848
FALSE_ALARM_TRIAL,540.845,546.848
STIM_616,540.845,541.345
REFERENCE,540.845,541.345
PreStimSilence,540.845,540.945
FALSE_ALARM_TOKEN,540.945,541.245
PostStimSilence,541.245,541.345
STIM_1231,541.345,541.845
REFERENCE,541.345,541.845
PreStimSilence,541.345,541.445
FALSE_ALARM_TOKEN,541.445,541.745
PostStimSilence,541.745,541.845
LICK,541.758,541.758
TRIAL,552.209,558.839
BAPHYTRIAL43_FILE1,552.209,558.839
INCORRECT_HIT_TRIAL,552.209,558.839
INVALID_BAPHY_TRIAL,552.209,558.839
STIM_616,552.209,552.709
REFERENCE,552.209,552.709
PreStimSilence,552.209,552.309
CORRECT_REJECT_TOKEN,552.309,552.609
PostStimSilence,552.609,552.709
STIM_1231,552.709,553.209
REFERENCE,552.709,553.209
PreStimSilence,552.709,552.809
FALSE_ALARM_TOKEN,552.809,553.109
PostStimSilence,553.109,553.209
CAT_812+-InfdB+Noise,553.209,553.709
CATCH,553.209,553.709
PreStimSilence,553.209,553.309
INCORRECT_HIT_TOKEN,553.309,553.609
PostStimSilence,553.609,553.709
LICK,553.626,553.626
TRIAL,565.203,572.01
BAPHYTRIAL44_FILE1,565.203,572.01
INCORRECT_HIT_TRIAL,565.203,572.01
INVALID_BAPHY_TRIAL,565.203,572.01
STIM_616,565.203,565.703
REFERENCE,565.203,565.703
PreStimSilence,565.203,565.303
CORRECT_REJECT_TOKEN,565.303,565.603
PostStimSilence,565.603,565.703
STIM_1231,565.703,566.203
REFERENCE,565.703,566.203
PreStimSilence,565.703,565.803
CORRECT_REJECT_TOKEN,565.803,566.103
PostStimSilence,566.103,566.203
CAT_812+-InfdB+Noise,566.203,566.703
CATCH,566.203,566.703
PreStimSilence,566.203,566.303
INCORRECT_HIT_TOKEN,566.303,566.603
PostStimSilence,566.603,566.703
REM_812+InfdB+Noise+reminder,566.703,568.203
TARGET,566.703,568.203
PreStimSilence,566.703,566.803
EARLY_TOKEN,566.803,567.103
LICK,566.811,566.811
PostStimSilence,567.103,568.203
LICK,567.785,567.785
TRIAL,577.903,585.865
BAPHYTRIAL45_FILE1,577.903,585.865
INCORRECT_HIT_TRIAL,577.903,585.865
INVALID_BAPHY_TRIAL,577.903,585.865
STIM_616,577.903,578.403
REFERENCE,577.903,578.403
PreStimSilence,577.903,578.003
CORRECT_REJECT_TOKEN,578.003,578.303
PostStimSilence,578.303,578.403
STIM_1231,578.403,578.903
REFERENCE,578.403,578.903
PreStimSilence,578.403,578.503
CORRECT_REJECT_TOKEN,578.503,578.803
PostStimSilence,578.803,578.903
CAT_812+-InfdB+Noise,578.903,579.403
CATCH,578.903,579.403
PreStimSilence,578.903,579.003
INCORRECT_HIT_TOKEN,579.003,579.303
PostStimSilence,579.303,579.403
REM_812+InfdB+Noise+reminder,579.403,580.903
TARGET,579.403,580.903
PreStimSilence,579.403,579.503
HIT_TOKEN,579.503,579.803
PostStimSilence,579.803,580.903
LICK,579.842,579.842
LICK,580.111,580.111
LICK,580.343,580.343
LICK,580.582,580.582
LICK,580.816,580.816
LICK,581.013,581.013
LICK,581.199,581.199
LICK,581.546,581.546
LICK,581.781,581.781
LICK,583.281,583.281
LICK,584.615,584.615
TRIAL,591.364,597.75
BAPHYTRIAL46_FILE1,591.364,597.75
INCORRECT_HIT_TRIAL,591.364,597.75
INVALID_BAPHY_TRIAL,591.364,597.75
STIM_616,591.364,591.864
REFERENCE,591.364,591.864
PreStimSilence,591.364,591.464
CORRECT_REJECT_TOKEN,591.464,591.764
PostStimSilence,591.764,591.864
STIM_1231,591.864,592.364
REFERENCE,591.864,592.364
PreStimSilence,591.864,591.964
FALSE_ALARM_TOKEN,591.964,592.264
PostStimSilence,592.264,592.364
CAT_812+-InfdB+Noise,592.364,592.864
CATCH,592.364,592.864
PreStimSilence,592.364,592.464
INCORRECT_HIT_TOKEN,592.464,592.764
LICK,592.576,592.576
PostStimSilence,592.764,592.864
LICK,592.845,592.845
TRIAL,603.564,611.523
BAPHYTRIAL47_FILE1,603.564,611.523
CORRECT_REJECT_TRIAL,603.564,611.523
INVALID_BAPHY_TRIAL,603.564,611.523
STIM_616,603.564,604.064
REFERENCE,603.564,604.064
PreStimSilence,603.564,603.664
CORRECT_REJECT_TOKEN,603.664,603.964
PostStimSilence,603.964,604.064
STIM_1231,604.064,604.564
REFERENCE,604.064,604.564
PreStimSilence,604.064,604.164
CORRECT_REJECT_TOKEN,604.164,604.464
PostStimSilence,604.464,604.564
CAT_812+-InfdB+Noise,604.564,605.064
CATCH,604.564,605.064
PreStimSilence,604.564,604.664
CORRECT_REJECT_TOKEN,604.664,604.964
PostStimSilence,604.964,605.064
REM_812+InfdB+Noise+reminder,605.064,606.564
TARGET,605.064,606.564
PreStimSilence,605.064,605.164
HIT_TOKEN,605.164,605.464
PostStimSilence,605.464,606.564
LICK,605.918,605.918
LICK,606.186,606.186
LICK,606.422,606.422
LICK,606.619,606.619
LICK,606.951,606.951
LICK,607.05,607.05
LICK,607.28,607.28
LICK,607.503,607.503
LICK,607.887,607.887
LICK,608.083,608.083
TRIAL,617.47,624.982
BAPHYTRIAL48_FILE1,617.47,624.982
HIT_TRIAL,617.47,624.982
STIM_467,617.47,617.97
REFERENCE,617.47,617.97
PreStimSilence,617.47,617.57
CORRECT_REJECT_TOKEN,617.57,617.87
PostStimSilence,617.87,617.97
STIM_354,617.97,618.47
REFERENCE,617.97,618.47
PreStimSilence,617.97,618.07
CORRECT_REJECT_TOKEN,618.07,618.37
PostStimSilence,618.37,618.47
TAR_812+0dB+Noise,618.47,619.97
TARGET,618.47,619.97
PreStimSilence,618.47,618.57
HIT_TOKEN,618.57,618.87
PostStimSilence,618.87,619.97
LICK,619.112,619.112
LICK,619.345,619.345
LICK,619.612,619.612
LICK,619.811,619.811
LICK,620.042,620.042
LICK,620.246,620.246
LICK,620.443,620.443
LICK,620.713,620.713
LICK,621.312,621.312
TRIAL,631.081,637.215
BAPHYTRIAL49_FILE1,631.081,637.215
FALSE_ALARM_TRIAL,631.081,637.215
STIM_1072,631.081,631.581
REFERENCE,631.081,631.581
PreStimSilence,631.081,631.181
CORRECT_REJECT_TOKEN,631.181,631.481
PostStimSilence,631.481,631.581
STIM_933,631.581,632.081
REFERENCE,631.581,632.081
PreStimSilence,631.581,631.681
FALSE_ALARM_TOKEN,631.681,631.981
PostStimSilence,631.981,632.081
STIM_536,632.081,632.581
REFERENCE,632.081,632.581
PreStimSilence,632.081,632.181
LICK,632.129,632.129
LICK,632.389,632.389
PostStimSilence,632.481,632.581
TRIAL,643.012,650.997
BAPHYTRIAL50_FILE1,643.012,650.997
HIT_TRIAL,643.012,650.997
INVALID_BAPHY_TRIAL,643.012,650.997
STIM_1072,643.012,643.512
REFERENCE,643.012,643.512
PreStimSilence,643.012,643.112
CORRECT_REJECT_TOKEN,643.112,643.412
PostStimSilence,643.412,643.512
STIM_933,643.512,644.012
REFERENCE,643.512,644.012
PreStimSilence,643.512,643.612
CORRECT_REJECT_TOKEN,643.612,643.912
PostStimSilence,643.912,644.012
STIM_536,644.012,644.512
REFERENCE,644.012,644.512
PreStimSilence,644.012,644.112
CORRECT_REJECT_TOKEN,644.112,644.412
PostStimSilence,644.412,644.512
TAR_812+0dB+Noise,644.512,646.012
TARGET,644.512,646.012
PreStimSilence,644.512,644.612
HIT_TOKEN,644.612,644.912
PostStimSilence,644.912,646.012
LICK,645.024,645.024
LICK,645.276,645.276
LICK,645.527,645.527
LICK,645.757,645.757
LICK,645.99,645.99
LICK,646.197,646.197
LICK,646.396,646.396
LICK,646.624,646.624
LICK,646.863,646.863
LICK,647.23,647.23
LICK,647.83,647.83
TRIAL,656.501,663.967
BAPHYTRIAL51_FILE1,656.501,663.967
HIT_TRIAL,656.501,663.967
STIM_1625,656.501,657.001
REFERENCE,656.501,657.001
PreStimSilence,656.501,656.601
CORRECT_REJECT_TOKEN,656.601,656.901
PostStimSilence,656.901,657.001
STIM_1866,657.001,657.501
REFERENCE,657.001,657.501
PreStimSilence,657.001,657.101
FALSE_ALARM_TOKEN,657.101,657.401
PostStimSilence,657.401,657.501
TAR_812+InfdB+Noise,657.501,659.001
TARGET,657.501,659.001
PreStimSilence,657.501,657.601
HIT_TOKEN,657.601,657.901
PostStimSilence,657.901,659.001
LICK,657.947,657.947
LICK,658.217,658.217
LICK,658.45,658.45
LICK,658.649,658.649
LICK,658.886,658.886
LICK,659.084,659.084
LICK,659.318,659.318
LICK,659.651,659.651
LICK,659.987,659.987
LICK,660.217,660.217
TRIAL,671.448,677.611
BAPHYTRIAL52_FILE1,671.448,677.611
INCORRECT_HIT_TRIAL,671.448,677.611
STIM_1231,671.448,671.948
REFERENCE,671.448,671.948
PreStimSilence,671.448,671.548
FALSE_ALARM_TOKEN,671.548,671.848
PostStimSilence,671.848,671.948
CAT_812+-InfdB+Noise,671.948,672.448
CATCH,671.948,672.448
PreStimSilence,671.948,672.048
INCORRECT_HIT_TOKEN,672.048,672.348
PostStimSilence,672.348,672.448
LICK,672.414,672.414
STIM_536,672.448,672.948
REFERENCE,672.448,672.948
PreStimSilence,672.448,672.548
LICK,672.646,672.646
PostStimSilence,672.848,672.948
TRIAL,682.763,690.721
BAPHYTRIAL53_FILE1,682.763,690.721
CORRECT_REJECT_TRIAL,682.763,690.721
INVALID_BAPHY_TRIAL,682.763,690.721
STIM_1231,682.763,683.263
REFERENCE,682.763,683.263
PreStimSilence,682.763,682.863
CORRECT_REJECT_TOKEN,682.863,683.163
PostStimSilence,683.163,683.263
CAT_812+-InfdB+Noise,683.263,683.763
CATCH,683.263,683.763
PreStimSilence,683.263,683.363
CORRECT_REJECT_TOKEN,683.363,683.663
PostStimSilence,683.663,683.763
STIM_536,683.763,684.263
REFERENCE,683.763,684.263
PreStimSilence,683.763,683.863
CORRECT_REJECT_TOKEN,683.863,684.163
PostStimSilence,684.163,684.263
REM_812+InfdB+Noise+reminder,684.263,685.763
TARGET,684.263,685.763
PreStimSilence,684.263,684.363
HIT_TOKEN,684.363,684.663
PostStimSilence,684.663,685.763
LICK,684.854,684.854
LICK,685.087,685.087
LICK,685.338,685.338
LICK,685.552,685.552
LICK,685.786,685.786
LICK,685.948,685.948
LICK,686.192,686.192
LICK,686.453,686.453
LICK,686.786,686.786
LICK,686.987,686.987
TRIAL,696.657,704.122
BAPHYTRIAL54_FILE1,696.657,704.122
HIT_TRIAL,696.657,704.122
STIM_812,696.657,697.157
REFERENCE,696.657,697.157
PreStimSilence,696.657,696.757
CORRECT_REJECT_TOKEN,696.757,697.057
PostStimSilence,697.057,697.157
STIM_1072,697.157,697.657
REFERENCE,697.157,697.657
PreStimSilence,697.157,697.257
CORRECT_REJECT_TOKEN,697.257,697.557
PostStimSilence,697.557,697.657
TAR_812+InfdB+Noise,697.657,699.157
TARGET,697.657,699.157
PreStimSilence,697.657,697.757
HIT_TOKEN,697.757,698.057
PostStimSilence,698.057,699.157
LICK,698.27,698.27
LICK,698.505,698.505
LICK,698.768,698.768
LICK,698.972,698.972
LICK,699.204,699.204
LICK,699.304,699.304
LICK,699.409,699.409
LICK,699.692,699.692
LICK,699.971,699.971
LICK,700.293,700.293
LICK,700.61,700.61
LICK,700.845,700.845
TRIAL,710.462,718.429
BAPHYTRIAL55_FILE1,710.462,718.429
HIT_TRIAL,710.462,718.429
STIM_1414,710.462,710.962
REFERENCE,710.462,710.962
PreStimSilence,710.462,710.562
CORRECT_REJECT_TOKEN,710.562,710.862
PostStimSilence,710.862,710.962
STIM_467,710.962,711.462
REFERENCE,710.962,711.462
PreStimSilence,710.962,711.062
FALSE_ALARM_TOKEN,711.062,711.362
PostStimSilence,711.362,711.462
TAR_812+InfdB+Noise,711.462,711.962
TARGET,711.462,711.962
PreStimSilence,711.462,711.562
HIT_TOKEN,711.562,711.862
LICK,711.673,711.673
PostStimSilence,711.862,711.962
LICK,711.898,711.898
STIM_1866,711.962,713.462
REFERENCE,711.962,713.462
PreStimSilence,711.962,712.062
LICK,712.145,712.145
PostStimSilence,712.362,713.462
LICK,712.379,712.379
LICK,712.579,712.579
LICK,712.811,712.811
LICK,713.012,713.012
LICK,713.243,713.243
LICK,713.563,713.563
LICK,713.843,713.843
TRIAL,724.49,730.565
BAPHYTRIAL56_FILE1,724.49,730.565
FALSE_ALARM_TRIAL,724.49,730.565
STIM_616,724.49,724.99
REFERENCE,724.49,724.99
PreStimSilence,724.49,724.59
FALSE_ALARM_TOKEN,724.59,724.89
PostStimSilence,724.89,724.99
STIM_707,724.99,725.49
REFERENCE,724.99,725.49
PreStimSilence,724.99,725.09
FALSE_ALARM_TOKEN,725.09,725.39
PostStimSilence,725.39,725.49
LICK,725.442,725.442
TRIAL,736.122,743.604
BAPHYTRIAL57_FILE1,736.122,743.604
HIT_TRIAL,736.122,743.604
INVALID_BAPHY_TRIAL,736.122,743.604
STIM_308,736.122,736.622
REFERENCE,736.122,736.622
PreStimSilence,736.122,736.222
CORRECT_REJECT_TOKEN,736.222,736.522
PostStimSilence,736.522,736.622
STIM_406,736.622,737.122
REFERENCE,736.622,737.122
PreStimSilence,736.622,736.722
CORRECT_REJECT_TOKEN,736.722,737.022
PostStimSilence,737.022,737.122
TAR_812+InfdB+Noise,737.122,738.622
TARGET,737.122,738.622
PreStimSilence,737.122,737.222
HIT_TOKEN,737.222,737.522
PostStimSilence,737.522,738.622
LICK,737.935,737.935
LICK,738.174,738.174
LICK,738.439,738.439
LICK,738.672,738.672
LICK,738.867,738.867
LICK,739.039,739.039
LICK,739.271,739.271
LICK,739.472,739.472
LICK,739.743,739.743
LICK,740.038,740.038
LICK,741.675,741.675
TRIAL,749.279,756.739
BAPHYTRIAL58_FILE1,749.279,756.739
HIT_TRIAL,749.279,756.739
STIM_354,749.279,749.779
REFERENCE,749.279,749.779
PreStimSilence,749.279,749.379
CORRECT_REJECT_TOKEN,749.379,749.679
PostStimSilence,749.679,749.779
STIM_268,749.779,750.279
REFERENCE,749.779,750.279
PreStimSilence,749.779,749.879
CORRECT_REJECT_TOKEN,749.879,750.179
PostStimSilence,750.179,750.279
TAR_812+0dB+Noise,750.279,751.779
TARGET,750.279,751.779
PreStimSilence,750.279,750.379
HIT_TOKEN,750.379,750.679
PostStimSilence,750.679,751.779
LICK,751.004,751.004
LICK,751.267,751.267
LICK,751.496,751.496
LICK,751.665,751.665
LICK,751.933,751.933
LICK,752.13,752.13
LICK,752.296,752.296
LICK,752.565,752.565
LICK,752.831,752.831
LICK,753.106,753.106
LICK,753.671,753.671
TRIAL,761.883,769.348
BAPHYTRIAL59_FILE1,761.883,769.348
HIT_TRIAL,761.883,769.348
STIM_1625,761.883,762.383
REFERENCE,761.883,762.383
PreStimSilence,761.883,761.983
CORRECT_REJECT_TOKEN,761.983,762.283
PostStimSilence,762.283,762.383
STIM_268,762.383,762.883
REFERENCE,762.383,762.883
PreStimSilence,762.383,762.483
FALSE_ALARM_TOKEN,762.483,762.783
PostStimSilence,762.783,762.883
TAR_812+0dB+Noise,762.883,764.383
TARGET,762.883,764.383
PreStimSilence,762.883,762.983
HIT_TOKEN,762.983,763.283
PostStimSilence,763.283,764.383
LICK,763.328,763.328
LICK,763.569,763.569
LICK,763.801,763.801
LICK,764.037,764.037
LICK,764.203,764.203
LICK,764.435,764.435
LICK,764.632,764.632
LICK,764.87,764.87
LICK,765.135,765.135
LICK,765.372,765.372
LICK,765.672,765.672
TRIAL,775.463,781.747
BAPHYTRIAL60_FILE1,775.463,781.747
FALSE_ALARM_TRIAL,775.463,781.747
STIM_616,775.463,775.963
REFERENCE,775.463,775.963
PreStimSilence,775.463,775.563
CORRECT_REJECT_TOKEN,775.563,775.863
PostStimSilence,775.863,775.963
STIM_707,775.963,776.463
REFERENCE,775.963,776.463
PreStimSilence,775.963,776.063
FALSE_ALARM_TOKEN,776.063,776.363
PostStimSilence,776.363,776.463
STIM_933,776.463,776.963
REFERENCE,776.463,776.963
PreStimSilence,776.463,776.563
EARLY_TOKEN,776.563,776.863
LICK,776.611,776.611
PostStimSilence,776.863,776.963
LICK,776.883,776.883
TRIAL,787.858,794.554
BAPHYTRIAL61_FILE1,787.858,794.554
EARLY_TRIAL,787.858,794.554
INVALID_BAPHY_TRIAL,787.858,794.554
STIM_616,787.858,788.358
REFERENCE,787.858,788.358
PreStimSilence,787.858,787.958
CORRECT_REJECT_TOKEN,787.958,788.258
PostStimSilence,788.258,788.358
STIM_707,788.358,788.858
REFERENCE,788.358,788.858
PreStimSilence,788.358,788.458
CORRECT_REJECT_TOKEN,788.458,788.758
PostStimSilence,788.758,788.858
STIM_933,788.858,789.358
REFERENCE,788.858,789.358
PreStimSilence,788.858,788.958
FALSE_ALARM_TOKEN,788.958,789.258
PostStimSilence,789.258,789.358
TAR_812+InfdB+Noise,789.358,790.858
TARGET,789.358,790.858
PreStimSilence,789.358,789.458
EARLY_TOKEN,789.458,789.758
LICK,789.468,789.468
LICK,789.704,789.704
PostStimSilence,789.758,790.858
LICK,789.922,789.922
LICK,790.271,790.271
TRIAL,800.476,808.443
BAPHYTRIAL62_FILE1,800.476,808.443
HIT_TRIAL,800.476,808.443
STIM_616,800.476,800.976
REFERENCE,800.476,800.976
PreStimSilence,800.476,800.576
CORRECT_REJECT_TOKEN,800.576,800.876
PostStimSilence,800.876,800.976
STIM_707,800.976,801.476
REFERENCE,800.976,801.476
PreStimSilence,800.976,801.076
CORRECT_REJECT_TOKEN,801.076,801.376
PostStimSilence,801.376,801.476
STIM_933,801.476,801.976
REFERENCE,801.476,801.976
PreStimSilence,801.476,801.576
CORRECT_REJECT_TOKEN,801.576,801.876
PostStimSilence,801.876,801.976
TAR_812+InfdB+Noise,801.976,803.476
TARGET,801.976,803.476
PreStimSilence,801.976,802.076
HIT_TOKEN,802.076,802.376
PostStimSilence,802.376,803.476
LICK,802.528,802.528
LICK,802.798,802.798
LICK,802.998,802.998
LICK,803.233,803.233
LICK,803.465,803.465
LICK,803.699,803.699
LICK,803.884,803.884
LICK,804.131,804.131
LICK,804.295,804.295
LICK,804.683,804.683
LICK,807.837,807.837
TRIAL,816.9,824.001
BAPHYTRIAL63_FILE1,816.9,824.001
CORRECT_REJECT_TRIAL,816.9,824.001
STIM_812,816.9,817.4
REFERENCE,816.9,817.4
PreStimSilence,816.9,817.0
CORRECT_REJECT_TOKEN,817.0,817.3
PostStimSilence,817.3,817.4
STIM_1231,817.4,817.9
REFERENCE,817.4,817.9
PreStimSilence,817.4,817.5
CORRECT_REJECT_TOKEN,817.5,817.8
PostStimSilence,817.8,817.9
CAT_812+-InfdB+Noise,817.9,818.4
CATCH,817.9,818.4
PreStimSilence,817.9,818.0
CORRECT_REJECT_TOKEN,818.0,818.3
PostStimSilence,818.3,818.4
STIM_1072,818.4,818.9
REFERENCE,818.4,818.9
PreStimSilence,818.4,818.5
FALSE_ALARM_TOKEN,818.5,818.8
PostStimSilence,818.8,818.9
LICK,818.909,818.909
TRIAL,829.447,836.906
BAPHYTRIAL64_FILE1,829.447,836.906
HIT_TRIAL,829.447,836.906
STIM_1866,829.447,829.947
REFERENCE,829.447,829.947
PreStimSilence,829.447,829.547
CORRECT_REJECT_TOKEN,829.547,829.847
PostStimSilence,829.847,829.947
STIM_707,829.947,830.447
REFERENCE,829.947,830.447
PreStimSilence,829.947,830.047
CORRECT_REJECT_TOKEN,830.047,830.347
PostStimSilence,830.347,830.447
TAR_812+InfdB+Noise,830.447,831.947
TARGET,830.447,831.947
PreStimSilence,830.447,830.547
HIT_TOKEN,830.547,830.847
PostStimSilence,830.847,831.947
LICK,831.107,831.107
LICK,831.371,831.371
LICK,831.606,831.606
LICK,831.805,831.805
LICK,831.904,831.904
LICK,832.002,832.002
LICK,832.226,832.226
LICK,832.443,832.443
LICK,832.674,832.674
LICK,832.907,832.907
LICK,833.513,833.513
TRIAL,843.837,849.75
BAPHYTRIAL65_FILE1,843.837,849.75
FALSE_ALARM_TRIAL,843.837,849.75
STIM_812,843.837,844.337
REFERENCE,843.837,844.337
PreStimSilence,843.837,843.937
FALSE_ALARM_TOKEN,843.937,844.237
PostStimSilence,844.237,844.337
STIM_1231,844.337,844.837
REFERENCE,844.337,844.837
PreStimSilence,844.337,844.437
FALSE_ALARM_TOKEN,844.437,844.737
LICK,844.651,844.651
PostStimSilence,844.737,844.837
TRIAL,855.189,862.647
BAPHYTRIAL66_FILE1,855.189,862.647
HIT_TRIAL,855.189,862.647
INVALID_BAPHY_TRIAL,855.189,862.647
STIM_308,855.189,855.689
REFERENCE,855.189,855.689
PreStimSilence,855.189,855.289
CORRECT_REJECT_TOKEN,855.289,855.589
PostStimSilence,855.589,855.689
STIM_536,855.689,856.189
REFERENCE,855.689,856.189
PreStimSilence,855.689,855.789
CORRECT_REJECT_TOKEN,855.789,856.089
PostStimSilence,856.089,856.189
TAR_812+InfdB+Noise,856.189,857.689
TARGET,856.189,857.689
PreStimSilence,856.189,856.289
HIT_TOKEN,856.289,856.589
PostStimSilence,856.589,857.689
LICK,856.762,856.762
LICK,857.032,857.032
LICK,857.266,857.266
LICK,857.496,857.496
LICK,857.699,857.699
LICK,857.93,857.93
LICK,858.137,858.137
LICK,858.366,858.366
LICK,858.699,858.699
LICK,858.932,858.932
LICK,859.284,859.284
LICK,862.467,862.467
TRIAL,869.049,877.024
BAPHYTRIAL67_FILE1,869.049,877.024
HIT_TRIAL,869.049,877.024
STIM_812,869.049,869.549
REFERENCE,869.049,869.549
PreStimSilence,869.049,869.149
CORRECT_REJECT_TOKEN,869.149,869.449
PostStimSilence,869.449,869.549
STIM_1231,869.549,870.049
